objectid	globalid	reporting_date	total_case_daily_change	total_case_cumulative	deaths_daily_change	deaths_cumulative	strac_covid_positive_in_hospita	strac_covid_positive_in_icu	strac_covid_positive_on_ventila	strac_total_ventilators	strac_available_ventilators	strac_total_staffed_beds	strac_available_staffed_beds	count_7_day_moving_avg	change_in_7_day_moving_avg	deaths_under_investigation
673	eb9d347a-d010-4d09-821c-1893aaacee11	2021-12-07T18:00:00Z	354	329478	0	4953	215	70	34	802	553	4001	387	253	22	
674	3b0b6b48-942d-429d-8528-39340cbbb15b	2021-12-08T18:00:00Z	233	329711	4	4957	195	71	29	801	563	4053	372	259	6	
675	4870921d-706d-43a7-89ab-8fa3723af3d7	2021-12-09T18:00:00Z	267	329978	2	4959	189	67	30	803	566	4041	391	262	3	
676	635ae9a3-4d40-4bc7-8630-6770a48e94ff	2021-12-10T18:00:00Z	10	329988	0	4959	190	65	39	803	553	4045	405	228	-34	
677	604c845a-dc88-4e5e-8d6b-7b4302ef2186	2021-12-11T18:00:00Z	388	330376	0	4959	206	79	46	803	553	4025	449	251	23	
678	6175365b-3c99-4fbb-8e82-02a67d93709f	2021-12-12T18:00:00Z	228	330604	0	4959	207	83	49	801	546	3981	560	248	-3	
679	02276530-f2dd-4510-8a02-1a359021ad11	2021-12-13T18:00:00Z	337	331048	1	4960	203	78	40	801	552	3950	560	260	12	
680	d59c6f04-bb4d-4cd4-8d50-1f051c376bd4	2021-12-14T18:00:00Z	199	331247	2	4962	198	78	43	802	552	3953	423	237	-23	
681	c2814f22-0cd3-41d2-8e3e-e872c89deaf4	2021-12-15T18:00:00Z	204	331451	0	4962	199	81	44	802	545	3984	375	233	-4	
682	69092576-9f5a-4a16-8b05-ff7a7c15fd50	2021-12-16T18:00:00Z	252	331703	0	4962	193	79	44	801	559	4051	385	231	-2	
683	19cff231-6d1c-4542-8ccb-e570886b0c53	2021-12-17T18:00:00Z	233	331936	6	4968	183	79	40	801	571	4030	396	263	32	
684	ec464ce5-4bfb-44f5-8bca-2918fb978162	2021-12-18T18:00:00Z	284	332220	0	4968	176	82	49	815	579	3986	460	248	-15	
685	90a1dd6a-71d7-4cef-8b6e-41b4dd44d72f	2021-12-19T18:00:00Z	321	332541	0	4968	181	84	46	803	567	3916	537	261	13	
686	616aa25f-cb7b-4183-850a-ca1eb5765bb6	2021-12-20T18:00:00Z	427	333090	2	4970	180	83	40	803	563	3894	566	274	13	
687	0f8c2af7-6fae-456f-8f55-ec3e97a4b50e	2021-12-21T18:00:00Z	458	333548	1	4971	185	72	39	802	555	3944	490	311	37	
688	9869a6da-51ea-448f-8930-4901a92d2763	2021-12-22T18:00:00Z	131	333679	0	4971	182	72	44	792	556	3961	437	301	-10	
689	72b3daa4-4cd7-43fa-8430-acb4b3cd9f36	2021-12-23T18:00:00Z	376	334055	4	4975	200	77	44	793	551	3938	499	319	18	
690	c315fcef-af31-410b-8a84-220dcbf9061c	2022-01-03T18:00:00Z	3894	351208	2	4977	506	111	41	791	540	3763	480	2055	424	
691	2ffe7f36-121c-4145-8091-c11a47fda3ca	2022-01-02T18:00:00Z	3757	347314	0	4975	456	94	30	791	531	3778	511	1631	484	
692	0b8d9ad0-d9d5-4d43-88e9-7fb56c40117a	2022-01-01T18:00:00Z	3877	343557	0	4975	405	87	32	791	541	3872	615	1147	438	
693	5cdf50a6-73be-4632-8636-30f24f09db0f	2021-12-31T18:00:00Z	806	339680	0	4975	372	85	32	793	546	3877	452	709	21	
694	97d85904-60c4-4fe3-8072-bc8ea3dd28e6	2021-12-30T18:00:00Z	668	338874	0	4975	352	74	30	792	533	3899	401	688	41	
695	b3fa8607-7e22-4d76-8cf5-74024a4375f1	2021-12-29T18:00:00Z	452	338206	0	4975	325	82	36	792	542	3859	417	647	46	
696	d0657a62-fc99-4045-8fc7-a046923d32c2	2021-12-28T18:00:00Z	933	337754	0	4975	294	86	37	792	545	3855	524	601	68	
697	ee93dde8-56f5-445f-8957-0b824535b6d5	2021-12-27T18:00:00Z	926	336821	0	4975	259	81	37	792	545	3728	674	533	71	
698	efdf9ec0-7548-4079-8a5e-3ba177cb7e91	2021-12-26T18:00:00Z	366	335895	0	4975	225	75	38	793	541	3744	876	462	7	
699	ddef41cc-d8f3-47c9-87f7-b9c70e173f1c	2021-12-25T18:00:00Z	814	335529	0	4975	202	68	41	793	540	3807	763	455	75	
700	cb5a7cac-87c0-4a3e-896b-fdab9a286909	2021-12-24T18:00:00Z	660	334715	0	4975	198	69	44	793	551	3916	697	380	61	
701	e463c3ec-e797-49c3-8262-9a43873fd685	2022-01-04T18:00:00Z	4363	355732	0	4977	533	116	47	789	527	3830	404	2545	490	
702	1cfac66d-285c-4ef8-8cfc-9a5078f12498	2022-01-05T18:00:00Z	2757	358489	7	4984	569	134	48	785	507	3924	416	2875	330	
703	7716e241-81c4-4836-82a9-51a8f1ae40a5	2022-01-06T18:00:00Z	2358	360847	6	4990	625	142	52	785	512	3959	383	3116	241	
704	1519f2a3-e43b-4f24-8ff5-2f1d300d8757	2022-01-07T18:00:00Z	4331	365178	1	4991	679	150	59	793	508	3930	383	3620	504	
705	9887b378-5d85-4672-8e55-5ed69372d0c1	2022-01-08T18:00:00Z	4311	369489	0	4991	731	153	58	793	514	3947	470	3682	62	
706	7096bee2-e152-4a98-80cc-f782e784a0ac	2022-01-09T18:00:00Z	3489	372978	0	4991	778	164	56	793	513	3891	509	3643	-39	
707	5004b615-f2ce-4d51-80db-f2a452ece2a1	2022-01-10T18:00:00Z	4023	377447	3	4994	815	186	65	793	521	3867	509	3662	19	
708	3128ba3d-ce36-4e3e-8514-49d47d47354c	2022-01-11T18:00:00Z	4248	381695	0	4994	898	195	73	797	523	3987	411	3645	-17	
709	5f691097-2264-4678-8e29-58a617025636	2022-01-12T18:00:00Z	7704	389399	3	4997	958	201	79	785	523	4024	417	4352	707	
710	83791f53-3db9-41f9-83cc-ba3ab5da9257	2022-01-13T18:00:00Z	5781	395180	9	5006	982	206	73	785	513	4112	385	4841	489	
711	3c9b0120-ec79-4874-88c7-10f0c59ca302	2022-01-14T18:00:00Z	3796	398976	0	5006	1028	214	76	791	515	4064	358	4765	-76	
712	f40c8c85-b29a-4b83-8263-5689f50a4e8b	2022-01-15T18:00:00Z	7230	406206	0	5006	1043	220	83	789	509	4051	404	4327	-438	
713	7c8d20e5-4ccb-4b12-869b-ed8db9986e07	2022-01-16T18:00:00Z	4077	410283	0	5006	1095	237	96	789	504	4024	488	4411	84	
714	8ae31ae1-9284-483c-84ff-c1d9c2725f48	2022-01-17T18:00:00Z	8982	419265	0	5006	1129	239	94	789	491	4018	485	5119	708	
715	3aef7283-da43-428a-873a-724fffe16dbf	2022-01-18T18:00:00Z	5413	425396	7	5013	1197	249	105	775	487	4099	401	6140	166	
716	8477595b-6d54-44c6-8216-0ab6014955bc	2022-01-19T18:00:00Z	6450	431846	5	5018	1218	260	111	771	487	4021	333	5961	-179	
